product_id,name,brand,unit_price,active,updated_at,category.name,category.department,quarantine_reason,order_id,customer_id,order_timestamp,quantity,discount_pct,status
P0567,,,59224.87,,2025-04-23 00:37:00+00:00,,,Invalid quantity or status,O0012180,C01779,2025-04-22 19:37:00+00:00,7.0,0.1,PACKED
P0229,,,49361.2,,2025-04-12 12:33:00+00:00,,,Invalid quantity or status,O0012182,C02518,2025-04-09 19:33:00+00:00,7.0,0.0,PACKED
P0191,,,51738.56,,2026-06-28 01:47:00+00:00,,,Invalid quantity or status,O0012188,C01461,2026-06-26 01:47:00+00:00,8.0,0.0,PAID
P0297,,,36507.9,,2026-01-20 09:50:00+00:00,,,Invalid quantity or status,O0012198,C00923,2026-01-17 17:50:00+00:00,5.0,0.0,PACKED
P0311,,,59966.53,,2025-07-02 22:04:00+00:00,,,Invalid quantity or status,O0012199,C01220,2025-07-01 11:04:00+00:00,1.0,0.05,PACKED
P0456,,,74562.87,,2025-08-19 06:04:00+00:00,,,Invalid quantity or status,O0012201,C00972,2025-08-17 04:04:00+00:00,7.0,0.05,PAID
P0371,,,2126.94,,2025-10-21 15:46:00+00:00,,,Invalid quantity or status,O0012203,C01851,2025-10-19 11:46:00+00:00,2.0,0.15,PACKED
P0132,,,32709.79,,2025-11-15 20:41:00+00:00,,,Invalid quantity or status,O0012205,C01731,2025-11-13 02:41:00+00:00,1.0,0.0,PAID
P0041,,,72412.43,,2026-04-13 18:00:00+00:00,,,Invalid quantity or status,O0012207,C00768,2026-04-10 20:00:00+00:00,2.0,0.1,PACKED
P0531,,,2012.42,,2026-08-19 04:00:00+00:00,,,Invalid quantity or status,O0012223,C02531,2026-08-16 11:00:00+00:00,4.0,0.1,PACKED
P0128,,,86186.13,,2025-01-18 18:29:00+00:00,,,Invalid quantity or status,O0012224,C01526,2025-01-17 17:29:00+00:00,1.0,0.0,PAID
P0049,,,30639.95,,2026-08-08 04:48:00+00:00,,,Invalid quantity or status,O0012225,C02102,2026-08-06 20:48:00+00:00,8.0,0.15,PACKED
P0342,,,72604.07,,2026-08-12 12:14:00+00:00,,,Invalid quantity or status,O0012227,C00154,2026-08-10 05:14:00+00:00,2.0,0.0,PAID
P0319,,,89212.6,,2025-12-13 12:08:00+00:00,,,Invalid quantity or status,O0012228,C02089,2025-12-13 07:08:00+00:00,1.0,0.1,PAID
P0358,,,34120.87,,2025-04-11 18:44:00+00:00,,,Invalid quantity or status,O0012236,C00324,2025-04-10 00:44:00+00:00,8.0,0.0,PACKED
P0168,,,10039.87,,2026-07-01 00:46:00+00:00,,,Invalid quantity or status,O0012239,C00757,2026-06-28 03:46:00+00:00,8.0,0.0,PAID
P0544,,,87720.53,,2026-06-12 10:01:00+00:00,,,Invalid quantity or status,O0012240,C01322,2026-06-10 04:01:00+00:00,1.0,0.05,PAID
P0155,,,58156.86,,2025-01-27 18:45:00+00:00,,,Invalid quantity or status,O0012245,C02914,2025-01-26 16:45:00+00:00,2.0,0.05,PACKED
P0369,,,15848.66,,2025-03-30 23:55:00+00:00,,,Invalid quantity or status,O0012247,C00456,2025-03-28 22:55:00+00:00,6.0,0.1,PAID
P0360,,,89523.6,,2026-07-28 00:15:00+00:00,,,Invalid quantity or status,O0012249,C02245,2026-07-26 01:15:00+00:00,1.0,0.1,PAID
P0545,,,38240.67,,2026-01-16 02:11:00+00:00,,,Invalid quantity or status,O0012252,C00731,2026-01-14 03:11:00+00:00,2.0,0.1,PAID
P0471,,,17544.5,,2026-02-10 00:38:00+00:00,,,Invalid quantity or status,O0012253,C02589,2026-02-07 20:38:00+00:00,5.0,0.05,PACKED
P0175,,,71604.13,,2025-07-06 08:48:00+00:00,,,Invalid quantity or status,O0012255,C02636,2025-07-03 19:48:00+00:00,3.0,0.0,PACKED
P0266,,,35205.27,,2025-12-14 09:10:00+00:00,,,Invalid quantity or status,O0012256,C00095,2025-12-14 08:10:00+00:00,7.0,0.15,PAID
P0304,,,55494.83,,2026-05-17 21:29:00+00:00,,,Invalid quantity or status,O0012263,C00017,2026-05-15 20:29:00+00:00,2.0,0.0,PACKED
P0523,,,8062.51,,2025-01-04 20:53:00+00:00,,,Invalid quantity or status,O0012264,C01833,2025-01-04 06:53:00+00:00,7.0,0.0,PAID
P0567,,,59224.87,,2026-06-30 17:33:00+00:00,,,Invalid quantity or status,O0012265,C02704,2026-06-28 23:33:00+00:00,5.0,0.15,PACKED
P0454,,,68631.05,,2025-04-26 18:46:00+00:00,,,Invalid quantity or status,O0012272,C01751,2025-04-25 07:46:00+00:00,3.0,0.0,PACKED
P0340,,,60718.41,,2025-08-06 22:11:00+00:00,,,Invalid quantity or status,O0012273,C00201,2025-08-05 12:11:00+00:00,3.0,0.1,PAID
P0546,,,52181.25,,2025-09-28 15:07:00+00:00,,,Invalid quantity or status,O0012275,C02029,2025-09-26 07:07:00+00:00,7.0,0.15,PAID
P0196,,,50767.45,,2026-01-03 08:59:00+00:00,,,Invalid quantity or status,O0012276,C00360,2026-01-02 04:59:00+00:00,5.0,0.0,PACKED
P0358,,,34120.87,,2025-11-12 21:57:00+00:00,,,Invalid quantity or status,O0012279,C02525,2025-11-10 03:57:00+00:00,6.0,0.0,PACKED
P0370,,,13599.21,,2026-01-12 15:56:00+00:00,,,Invalid quantity or status,O0012282,C01088,2026-01-10 20:56:00+00:00,3.0,0.05,PACKED
P0087,,,29643.14,,2025-09-16 22:48:00+00:00,,,Invalid quantity or status,O0012284,C02973,2025-09-16 22:48:00+00:00,3.0,0.0,PAID
P0574,,,11045.09,,2025-06-10 15:19:00+00:00,,,Invalid quantity or status,O0012294,C02074,2025-06-09 17:19:00+00:00,3.0,0.15,PACKED
P0327,,,8627.76,,2025-09-13 11:00:00+00:00,,,Invalid quantity or status,O0012297,C01770,2025-09-11 23:00:00+00:00,1.0,0.15,PAID
P0295,,,58450.82,,2026-02-26 17:59:00+00:00,,,Invalid quantity or status,O0012298,C00224,2026-02-25 02:59:00+00:00,1.0,0.1,PAID
P0579,,,72156.07,,2026-03-29 16:33:00+00:00,,,Invalid quantity or status,O0012304,C01598,2026-03-27 03:33:00+00:00,3.0,0.1,PAID
P0301,,,50798.69,,2026-01-18 21:02:00+00:00,,,Invalid quantity or status,O0012306,C00841,2026-01-16 04:02:00+00:00,4.0,0.05,PACKED
P0026,,,30954.76,,2026-06-25 17:46:00+00:00,,,Invalid quantity or status,O0012308,C02120,2026-06-25 07:46:00+00:00,1.0,0.1,PAID
P0380,,,40150.81,,2025-08-13 22:37:00+00:00,,,Invalid quantity or status,O0012309,C00195,2025-08-12 16:37:00+00:00,3.0,0.1,PAID
P0245,,,34088.86,,2026-01-13 20:45:00+00:00,,,Invalid quantity or status,O0012310,C02948,2026-01-11 11:45:00+00:00,7.0,0.0,PACKED
P0150,,,30072.55,,2026-06-22 17:24:00+00:00,,,Invalid quantity or status,O0012313,C00971,2026-06-21 09:24:00+00:00,7.0,0.0,PAID
P0396,,,13178.68,,2025-03-27 10:00:00+00:00,,,Invalid quantity or status,O0012317,C01778,2025-03-25 21:00:00+00:00,1.0,0.0,PAID
P0145,,,7603.15,,2025-11-29 09:20:00+00:00,,,Invalid quantity or status,O0012319,C01951,2025-11-29 08:20:00+00:00,4.0,0.0,PACKED
P0469,,,73890.62,,2026-03-16 17:37:00+00:00,,,Invalid quantity or status,O0012320,C01352,2026-03-14 14:37:00+00:00,3.0,0.15,PAID
P0117,,,27934.41,,2026-09-01 12:01:00+00:00,,,Invalid quantity or status,O0012325,C00831,2026-08-30 21:01:00+00:00,7.0,0.0,PACKED
P0011,,,57532.56,,2025-10-24 14:04:00+00:00,,,Invalid quantity or status,O0012332,C00188,2025-10-23 03:04:00+00:00,4.0,0.1,PACKED
P0098,,,79020.41,,2025-10-14 15:11:00+00:00,,,Invalid quantity or status,O0012336,C02782,2025-10-14 10:11:00+00:00,5.0,0.0,PAID
P0303,,,62217.86,,2026-04-01 03:02:00+00:00,,,Invalid quantity or status,O0012337,C02654,2026-03-30 11:02:00+00:00,2.0,0.05,PAID
P0447,,,84776.42,,2025-05-12 13:34:00+00:00,,,Invalid quantity or status,O0012338,C00299,2025-05-09 20:34:00+00:00,5.0,0.1,PAID
P0513,,,41712.71,,2025-01-20 20:53:00+00:00,,,Invalid quantity or status,O0012344,C01162,2025-01-19 20:53:00+00:00,7.0,0.0,PACKED
P0399,,,46562.84,,2025-09-03 11:06:00+00:00,,,Invalid quantity or status,O0012346,C00412,2025-09-03 01:06:00+00:00,4.0,0.0,PACKED
P0450,,,3551.05,,2026-02-16 16:27:00+00:00,,,Invalid quantity or status,O0012350,C01794,2026-02-14 19:27:00+00:00,1.0,0.05,PAID
P0465,,,77428.74,,2026-03-09 14:06:00+00:00,,,Invalid quantity or status,O0012356,C00100,2026-03-08 04:06:00+00:00,3.0,0.15,PAID
P0586,,,26674.34,,2025-10-30 02:57:00+00:00,,,Invalid quantity or status,O0012361,C01623,2025-10-27 09:57:00+00:00,3.0,0.0,PACKED
P0043,,,48654.28,,2025-12-31 17:39:00+00:00,,,Invalid quantity or status,O0012362,C01880,2025-12-31 13:39:00+00:00,3.0,0.0,PACKED
P0112,,,72089.99,,2025-03-18 13:41:00+00:00,,,Invalid quantity or status,O0012363,C01312,2025-03-17 22:41:00+00:00,1.0,0.15,PAID
P0578,,,33153.37,,2025-09-04 11:11:00+00:00,,,Invalid quantity or status,O0012365,C02836,2025-09-02 10:11:00+00:00,1.0,0.1,PAID
P0593,,,18364.72,,2026-06-09 17:50:00+00:00,,,Invalid quantity or status,O0012374,C02048,2026-06-06 23:50:00+00:00,1.0,0.15,PACKED
P0421,,,53650.53,,2026-05-14 13:01:00+00:00,,,Invalid quantity or status,O0012377,C00428,2026-05-13 05:01:00+00:00,8.0,0.0,PAID
P0301,,,50798.69,,2025-07-19 15:30:00+00:00,,,Invalid quantity or status,O0012378,C00534,2025-07-17 02:30:00+00:00,3.0,0.0,PAID
P0489,,,60995.07,,2025-08-15 10:51:00+00:00,,,Invalid quantity or status,O0012381,C01052,2025-08-14 02:51:00+00:00,4.0,0.15,PACKED
P0418,,,24359.94,,2026-01-07 10:52:00+00:00,,,Invalid quantity or status,O0012384,C00099,2026-01-05 16:52:00+00:00,6.0,0.0,PAID
P0364,,,51326.98,,2025-04-30 18:39:00+00:00,,,Invalid quantity or status,O0012387,C00128,2025-04-29 09:39:00+00:00,6.0,0.0,PACKED
P0409,,,2368.2,,2025-01-08 02:42:00+00:00,,,Invalid quantity or status,O0012391,C00366,2025-01-07 13:42:00+00:00,7.0,0.0,PAID
P0166,,,27274.44,,2025-03-23 22:22:00+00:00,,,Invalid quantity or status,O0012392,C00150,2025-03-21 12:22:00+00:00,2.0,0.05,PACKED
P0411,,,64372.24,,2025-11-11 19:58:00+00:00,,,Invalid quantity or status,O0012393,C02808,2025-11-10 03:58:00+00:00,5.0,0.0,PAID
P0565,,,36518.88,,2025-10-27 07:40:00+00:00,,,Invalid quantity or status,O0012395,C02242,2025-10-26 02:40:00+00:00,7.0,0.05,PAID
P0104,,,11835.74,,2025-09-14 22:08:00+00:00,,,Invalid quantity or status,O0012396,C01667,2025-09-12 17:08:00+00:00,7.0,0.0,PACKED
P0187,,,60875.92,,2025-04-16 07:36:00+00:00,,,Invalid quantity or status,O0012402,C02894,2025-04-14 02:36:00+00:00,1.0,0.0,PAID
P0509,,,50305.42,,2026-02-15 16:14:00+00:00,,,Invalid quantity or status,O0012404,C01738,2026-02-15 15:14:00+00:00,2.0,0.0,PAID
P0225,,,43720.81,,2025-10-26 10:01:00+00:00,,,Invalid quantity or status,O0012406,C01433,2025-10-24 23:01:00+00:00,7.0,0.0,PAID
P0346,,,79176.02,,2025-06-21 07:07:00+00:00,,,Invalid quantity or status,O0012415,C02815,2025-06-19 05:07:00+00:00,7.0,0.0,PACKED
P0547,,,64728.88,,2026-09-11 05:06:00+00:00,,,Invalid quantity or status,O0012416,C00788,2026-09-09 01:06:00+00:00,5.0,0.0,PAID
P0163,,,81419.75,,2026-07-03 15:04:00+00:00,,,Invalid quantity or status,O0012420,C02558,2026-07-02 04:04:00+00:00,8.0,0.0,PACKED
P0584,,,261.24,,2025-03-06 09:51:00+00:00,,,Invalid quantity or status,O0012422,C02473,2025-03-04 15:51:00+00:00,7.0,0.1,PAID
P0133,,,15995.57,,2025-01-17 03:42:00+00:00,,,Invalid quantity or status,O0012427,C02489,2025-01-16 14:42:00+00:00,7.0,0.05,PAID
P0016,,,24970.01,,2026-04-26 11:50:00+00:00,,,Invalid quantity or status,O0012431,C00540,2026-04-24 04:50:00+00:00,7.0,0.0,PACKED
P0588,,,73940.35,,2025-07-16 00:48:00+00:00,,,Invalid quantity or status,O0012443,C00837,2025-07-13 01:48:00+00:00,7.0,0.1,PACKED
P0266,,,35205.27,,2026-08-02 12:15:00+00:00,,,Invalid quantity or status,O0012445,C00055,2026-08-01 01:15:00+00:00,4.0,0.0,PAID
P0492,,,24199.17,,2025-02-18 15:44:00+00:00,,,Invalid quantity or status,O0012446,C00469,2025-02-16 23:44:00+00:00,3.0,0.0,PAID
P0391,,,10973.39,,2026-01-09 03:03:00+00:00,,,Invalid quantity or status,O0012447,C00251,2026-01-07 00:03:00+00:00,2.0,0.05,PAID
P0045,,,86772.69,,2026-06-07 23:15:00+00:00,,,Invalid quantity or status,O0012448,C01975,2026-06-06 18:15:00+00:00,5.0,0.15,PACKED
P0010,,,53583.15,,2026-01-22 04:14:00+00:00,,,Invalid quantity or status,O0012450,C01370,2026-01-20 03:14:00+00:00,5.0,0.0,PACKED
P0187,,,60875.92,,2025-10-28 12:11:00+00:00,,,Invalid quantity or status,O0012454,C01208,2025-10-27 00:11:00+00:00,8.0,0.0,PACKED
P0359,,,19991.09,,2025-09-12 10:42:00+00:00,,,Invalid quantity or status,O0012456,C00390,2025-09-09 14:42:00+00:00,7.0,0.0,PAID
P0025,,,5576.81,,2026-02-11 06:27:00+00:00,,,Invalid quantity or status,O0012457,C02868,2026-02-09 23:27:00+00:00,8.0,0.05,PACKED
P0292,,,41637.3,,2025-07-09 21:12:00+00:00,,,Invalid quantity or status,O0012458,C02399,2025-07-08 00:12:00+00:00,6.0,0.0,PACKED
P0453,,,46985.17,,2026-07-30 19:13:00+00:00,,,Invalid quantity or status,O0012462,C00431,2026-07-30 10:13:00+00:00,4.0,0.1,PACKED
P0427,,,17170.37,,2026-07-15 00:02:00+00:00,,,Invalid quantity or status,O0012466,C02466,2026-07-14 20:02:00+00:00,7.0,0.05,PAID
P0497,,,22584.98,,2025-07-20 21:30:00+00:00,,,Invalid quantity or status,O0012470,C01082,2025-07-20 02:30:00+00:00,7.0,0.0,PACKED
P0057,,,3007.46,,2025-10-05 04:26:00+00:00,,,Invalid quantity or status,O0012475,C00376,2025-10-02 09:26:00+00:00,5.0,0.1,PACKED
P0530,,,53140.34,,2026-02-19 16:09:00+00:00,,,Invalid quantity or status,O0012477,C00152,2026-02-17 00:09:00+00:00,4.0,0.1,PACKED
P0095,,,12023.65,,2025-11-04 22:16:00+00:00,,,Invalid quantity or status,O0012481,C02606,2025-11-04 10:16:00+00:00,7.0,0.0,PACKED
P0344,,,2785.93,,2026-07-18 20:12:00+00:00,,,Invalid quantity or status,O0012482,C00929,2026-07-18 12:12:00+00:00,8.0,0.15,PACKED
P0382,,,61369.12,,2025-05-01 08:40:00+00:00,,,Invalid quantity or status,O0012487,C01990,2025-04-28 20:40:00+00:00,8.0,0.15,PACKED
P0371,,,2126.94,,2025-07-02 23:06:00+00:00,,,Invalid quantity or status,O0012488,C00874,2025-07-01 03:06:00+00:00,2.0,0.0,PACKED
P0465,,,77428.74,,2026-01-01 08:18:00+00:00,,,Invalid quantity or status,O0012492,C02676,2025-12-30 20:18:00+00:00,8.0,0.0,PAID
P0482,,,83168.6,,2026-05-18 10:47:00+00:00,,,Invalid quantity or status,O0012493,C02863,2026-05-17 19:47:00+00:00,6.0,0.15,PAID
P0360,,,89523.6,,2025-02-09 03:01:00+00:00,,,Invalid quantity or status,O0012494,C02685,2025-02-08 11:01:00+00:00,1.0,0.15,PACKED
P0490,,,313.35,,2025-07-31 07:25:00+00:00,,,Invalid quantity or status,O0012501,C00874,2025-07-31 03:25:00+00:00,1.0,0.0,PAID
P0514,,,7938.72,,2025-09-05 15:19:00+00:00,,,Invalid quantity or status,O0012506,C01657,2025-09-04 12:19:00+00:00,5.0,0.0,PACKED
P0569,,,86391.06,,2025-12-03 05:09:00+00:00,,,Invalid quantity or status,O0012507,C01425,2025-11-30 22:09:00+00:00,1.0,0.15,PACKED
P0002,,,8920.46,,2025-06-26 22:17:00+00:00,,,Invalid quantity or status,O0012509,C00161,2025-06-24 04:17:00+00:00,6.0,0.1,PAID
P0342,,,72604.07,,2025-05-18 22:45:00+00:00,,,Invalid quantity or status,O0012512,C00635,2025-05-16 09:45:00+00:00,7.0,0.0,PACKED
P0161,,,24664.23,,2025-01-04 21:29:00+00:00,,,Invalid quantity or status,O0012513,C02556,2025-01-04 09:29:00+00:00,4.0,0.0,PACKED
P0497,,,22584.98,,2025-11-18 09:47:00+00:00,,,Invalid quantity or status,O0012519,C02439,2025-11-17 08:47:00+00:00,3.0,0.15,PACKED
P0280,,,15221.58,,2026-04-14 14:01:00+00:00,,,Invalid quantity or status,O0012520,C00007,2026-04-14 10:01:00+00:00,3.0,0.1,PAID
P0371,,,2126.94,,2025-11-20 01:12:00+00:00,,,Invalid quantity or status,O0012522,C01941,2025-11-19 05:12:00+00:00,3.0,0.0,PACKED
P0343,,,26854.39,,2025-12-02 23:57:00+00:00,,,Invalid quantity or status,O0012529,C01180,2025-12-02 04:57:00+00:00,8.0,0.0,PACKED
P0532,,,60399.77,,2026-08-12 04:35:00+00:00,,,Invalid quantity or status,O0012530,C01275,2026-08-10 09:35:00+00:00,2.0,0.0,PACKED
P0579,,,72156.07,,2025-09-30 22:00:00+00:00,,,Invalid quantity or status,O0012535,C02761,2025-09-29 02:00:00+00:00,7.0,0.0,PACKED
P0435,,,79090.99,,2026-02-15 07:16:00+00:00,,,Invalid quantity or status,O0012544,C02946,2026-02-13 17:16:00+00:00,8.0,0.15,PAID
P0087,,,29643.14,,2025-02-17 21:30:00+00:00,,,Invalid quantity or status,O0012545,C00396,2025-02-16 15:30:00+00:00,5.0,0.0,PACKED
P0298,,,59536.23,,2025-10-14 14:26:00+00:00,,,Invalid quantity or status,O0012549,C00148,2025-10-12 08:26:00+00:00,8.0,0.0,PACKED
P0076,,,22417.45,,2025-10-19 18:25:00+00:00,,,Invalid quantity or status,O0012551,C00286,2025-10-17 20:25:00+00:00,8.0,0.0,PAID
P0258,,,57049.13,,2026-02-03 22:35:00+00:00,,,Invalid quantity or status,O0012557,C01795,2026-02-01 01:35:00+00:00,5.0,0.0,PACKED
P0004,,,23373.7,,2026-03-16 13:47:00+00:00,,,Invalid quantity or status,O0012561,C00616,2026-03-16 08:47:00+00:00,1.0,0.1,PAID
P0596,,,51767.48,,2025-06-16 00:29:00+00:00,,,Invalid quantity or status,O0012568,C00958,2025-06-13 08:29:00+00:00,1.0,0.0,PAID
P0188,,,8296.15,,2025-03-15 16:20:00+00:00,,,Invalid quantity or status,O0012569,C01418,2025-03-12 19:20:00+00:00,4.0,0.0,PACKED
P0431,,,56797.47,,2025-03-15 02:32:00+00:00,,,Invalid quantity or status,O0012570,C01259,2025-03-12 20:32:00+00:00,6.0,0.0,PAID
P0051,,,84649.31,,2025-05-15 13:58:00+00:00,,,Invalid quantity or status,O0012574,C00706,2025-05-14 19:58:00+00:00,3.0,0.0,PACKED
P0130,,,58821.5,,2025-10-11 09:26:00+00:00,,,Invalid quantity or status,O0012577,C00460,2025-10-10 20:26:00+00:00,2.0,0.1,PAID
P0176,,,36182.16,,2025-04-23 22:24:00+00:00,,,Invalid quantity or status,O0012578,C02574,2025-04-22 04:24:00+00:00,6.0,0.0,PACKED
P0464,,,68248.71,,2025-10-15 01:48:00+00:00,,,Invalid quantity or status,O0012581,C02398,2025-10-14 12:48:00+00:00,8.0,0.0,PAID
P0297,,,36507.9,,2025-03-30 14:54:00+00:00,,,Invalid quantity or status,O0012584,C01479,2025-03-29 15:54:00+00:00,1.0,0.0,PAID
P0582,,,5208.96,,2025-07-31 18:57:00+00:00,,,Invalid quantity or status,O0012585,C01439,2025-07-29 08:57:00+00:00,3.0,0.15,PACKED
P0357,,,39714.07,,2025-09-20 05:20:00+00:00,,,Invalid quantity or status,O0012592,C00156,2025-09-19 18:20:00+00:00,4.0,0.0,PAID
P0450,,,3551.05,,2026-05-01 17:02:00+00:00,,,Invalid quantity or status,O0012597,C02075,2026-04-29 22:02:00+00:00,8.0,0.0,PACKED
P0290,,,84471.94,,2025-06-05 14:16:00+00:00,,,Invalid quantity or status,O0012599,C01550,2025-06-02 22:16:00+00:00,7.0,0.0,PACKED
P0318,,,26681.18,,2025-11-23 18:14:00+00:00,,,Invalid quantity or status,O0012601,C00145,2025-11-21 11:14:00+00:00,4.0,0.1,PACKED
P0472,,,70409.04,,2026-08-01 08:35:00+00:00,,,Invalid quantity or status,O0012603,C02826,2026-07-31 23:35:00+00:00,2.0,0.0,PACKED
P0594,,,7447.38,,2025-05-13 10:53:00+00:00,,,Invalid quantity or status,O0012604,C02301,2025-05-13 02:53:00+00:00,8.0,0.0,PACKED
P0169,,,17712.31,,2025-11-06 02:06:00+00:00,,,Invalid quantity or status,O0012608,C00354,2025-11-04 14:06:00+00:00,8.0,0.0,PACKED
P0150,,,30072.55,,2025-02-15 13:18:00+00:00,,,Invalid quantity or status,O0012609,C01679,2025-02-13 16:18:00+00:00,2.0,0.0,PACKED
P0505,,,75769.51,,2025-12-28 21:28:00+00:00,,,Invalid quantity or status,O0012610,C01747,2025-12-26 03:28:00+00:00,8.0,0.0,PACKED
P0116,,,20443.28,,2025-04-14 07:32:00+00:00,,,Invalid quantity or status,O0012611,C02108,2025-04-13 14:32:00+00:00,3.0,0.1,PACKED
P0250,,,65583.14,,2025-07-07 03:24:00+00:00,,,Invalid quantity or status,O0012612,C01665,2025-07-05 12:24:00+00:00,7.0,0.0,PACKED
P0198,,,65808.84,,2026-09-11 01:17:00+00:00,,,Invalid quantity or status,O0012614,C02916,2026-09-09 01:17:00+00:00,2.0,0.15,PAID
P0027,,,48657.16,,2025-06-04 00:10:00+00:00,,,Invalid quantity or status,O0012617,C01905,2025-06-01 05:10:00+00:00,6.0,0.05,PAID
P0076,,,22417.45,,2025-08-24 06:28:00+00:00,,,Invalid quantity or status,O0012618,C01894,2025-08-23 19:28:00+00:00,2.0,0.05,PACKED
P0428,,,83212.52,,2025-05-07 08:02:00+00:00,,,Invalid quantity or status,O0012620,C02696,2025-05-06 21:02:00+00:00,7.0,0.15,PAID
P0320,,,44220.92,,2026-08-03 23:41:00+00:00,,,Invalid quantity or status,O0012622,C02056,2026-08-03 21:41:00+00:00,3.0,0.0,PACKED
P0566,,,84025.91,,2026-02-07 21:48:00+00:00,,,Invalid quantity or status,O0012631,C01585,2026-02-05 02:48:00+00:00,8.0,0.0,PAID
P0090,,,31265.73,,2025-05-12 18:07:00+00:00,,,Invalid quantity or status,O0012634,C02198,2025-05-10 00:07:00+00:00,4.0,0.15,PACKED
P0448,,,12210.05,,2025-05-17 20:00:00+00:00,,,Invalid quantity or status,O0012641,C00940,2025-05-16 06:00:00+00:00,7.0,0.0,PAID
P0460,,,39618.13,,2025-12-26 00:34:00+00:00,,,Invalid quantity or status,O0012648,C02256,2025-12-25 10:34:00+00:00,4.0,0.1,PAID
P0050,,,705.45,,2026-01-28 11:13:00+00:00,,,Invalid quantity or status,O0012653,C00972,2026-01-26 12:13:00+00:00,7.0,0.05,PACKED
P0473,,,22870.62,,2025-03-06 02:51:00+00:00,,,Invalid quantity or status,O0012657,C01248,2025-03-05 14:51:00+00:00,5.0,0.1,PACKED
P0016,,,24970.01,,2026-04-14 12:48:00+00:00,,,Invalid quantity or status,O0012658,C00520,2026-04-12 00:48:00+00:00,2.0,0.0,PACKED
P0259,,,36630.77,,2026-03-19 09:51:00+00:00,,,Invalid quantity or status,O0012660,C02318,2026-03-17 01:51:00+00:00,5.0,0.15,PAID
P0446,,,69338.22,,2025-02-03 12:06:00+00:00,,,Invalid quantity or status,O0012663,C00304,2025-02-01 19:06:00+00:00,5.0,0.0,PAID
P0376,,,65552.7,,2025-06-10 01:35:00+00:00,,,Invalid quantity or status,O0012664,C01292,2025-06-09 16:35:00+00:00,4.0,0.0,PAID
P0573,,,77140.47,,2026-02-04 00:43:00+00:00,,,Invalid quantity or status,O0012665,C00350,2026-02-04 00:43:00+00:00,2.0,0.0,PACKED
P0025,,,5576.81,,2026-01-05 07:54:00+00:00,,,Invalid quantity or status,O0012667,C00472,2026-01-04 20:54:00+00:00,8.0,0.0,PACKED
P0358,,,34120.87,,2025-02-28 23:26:00+00:00,,,Invalid quantity or status,O0012668,C01813,2025-02-26 05:26:00+00:00,2.0,0.0,PAID
P0237,,,44463.32,,2025-07-29 18:41:00+00:00,,,Invalid quantity or status,O0012670,C00768,2025-07-28 05:41:00+00:00,4.0,0.1,PACKED
P0480,,,1541.62,,2025-07-02 22:05:00+00:00,,,Invalid quantity or status,O0012671,C01375,2025-07-01 13:05:00+00:00,5.0,0.1,PACKED
P0527,,,17959.87,,2026-07-15 13:58:00+00:00,,,Invalid quantity or status,O0012673,C01652,2026-07-13 21:58:00+00:00,1.0,0.0,PAID
P0187,,,60875.92,,2026-05-18 11:53:00+00:00,,,Invalid quantity or status,O0012675,C02092,2026-05-16 17:53:00+00:00,1.0,0.15,PACKED
P0433,,,74257.42,,2025-07-27 08:53:00+00:00,,,Invalid quantity or status,O0012676,C01750,2025-07-25 12:53:00+00:00,7.0,0.05,PACKED
P0226,,,89537.04,,2025-04-22 19:07:00+00:00,,,Invalid quantity or status,O0012683,C01613,2025-04-22 17:07:00+00:00,4.0,0.15,PACKED
P0118,,,44312.94,,2026-04-25 08:20:00+00:00,,,Invalid quantity or status,O0012684,C01851,2026-04-24 10:20:00+00:00,2.0,0.0,PACKED
P0178,,,44316.49,,2026-01-16 02:55:00+00:00,,,Invalid quantity or status,O0012685,C02611,2026-01-13 06:55:00+00:00,2.0,0.1,PAID
P0297,,,36507.9,,2026-03-03 09:14:00+00:00,,,Invalid quantity or status,O0012690,C00529,2026-03-01 04:14:00+00:00,8.0,0.05,PAID
P0095,,,12023.65,,2025-06-24 20:48:00+00:00,,,Invalid quantity or status,O0012693,C01975,2025-06-23 14:48:00+00:00,3.0,0.0,PACKED
P0208,,,24331.11,,2026-03-09 06:23:00+00:00,,,Invalid quantity or status,O0012694,C01451,2026-03-06 14:23:00+00:00,1.0,0.0,PACKED
P0403,,,53598.93,,2025-11-04 17:15:00+00:00,,,Invalid quantity or status,O0012701,C02745,2025-11-04 11:15:00+00:00,8.0,0.0,PACKED
P0002,,,8920.46,,2025-07-30 09:29:00+00:00,,,Invalid quantity or status,O0012707,C02620,2025-07-28 13:29:00+00:00,5.0,0.05,PACKED
P0403,,,53598.93,,2025-05-22 07:46:00+00:00,,,Invalid quantity or status,O0012709,C00369,2025-05-21 17:46:00+00:00,8.0,0.0,PAID
P0189,,,64797.84,,2026-01-26 19:34:00+00:00,,,Invalid quantity or status,O0012713,C00608,2026-01-24 09:34:00+00:00,3.0,0.1,PAID
P0341,,,36426.5,,2025-12-02 21:32:00+00:00,,,Invalid quantity or status,O0012714,C01281,2025-11-30 08:32:00+00:00,2.0,0.15,PACKED
P0205,,,21020.38,,2026-01-04 08:49:00+00:00,,,Invalid quantity or status,O0012724,C01497,2026-01-04 02:49:00+00:00,1.0,0.15,PACKED
P0431,,,56797.47,,2025-06-18 00:05:00+00:00,,,Invalid quantity or status,O0012725,C02805,2025-06-15 17:05:00+00:00,8.0,0.0,PACKED
